radius latitude longitude geopotential pressure sigmapressure temperature sigmatemperature mnd sigmamnd orbit
3409.9712 71.495 122.41 110643 11.9424 0.755 155.261 9.21 5.57112e+21 1.2e+20 6
3410.7331 71.495 122.418 113434 10.8705 0.747 155 10 5.07961e+21 1.2e+20 6
3376.898 71.463 93.352 -12031 708.098 1.71 179.599 0.361 2.85564e+23 1.55e+20 7
3377.6461 71.462 93.359 -9238 652.932 1.69 180.629 0.387 2.61815e+23 1.55e+20 7
3378.3991 71.462 93.367 -6428 601.971 1.66 181.004 0.413 2.4088e+23 1.55e+20 7
3379.1569 71.462 93.375 -3601 554.684 1.64 180.487 0.439 2.22594e+23 1.55e+20 7
3379.9225 71.462 93.383 -746 510.462 1.61 178.953 0.466 2.06604e+23 1.55e+20 7
3380.6976 71.462 93.39 2143 468.959 1.59 177.334 0.494 1.91539e+23 1.55e+20 7
3381.4606 71.462 93.398 4985 431.24 1.56 177.192 0.527 1.76274e+23 1.55e+20 7
3382.2247 71.462 93.405 7831 396.462 1.53 176.744 0.562 1.62469e+23 1.55e+20 7
3382.9898 71.462 93.413 10679 364.33 1.51 175.685 0.597 1.50202e+23 1.55e+20 7
3383.7602 71.462 93.42 13545 334.379 1.49 173.658 0.632 1.39463e+23 1.55e+20 7
3384.5329 71.462 93.428 16419 306.478 1.46 171.322 0.669 1.29569e+23 1.55e+20 7
3385.3049 71.462 93.435 19288 280.619 1.44 169.114 0.709 1.20185e+23 1.55e+20 7
3386.0793 71.463 93.443 22166 256.586 1.41 167.066 0.753 1.11239e+23 1.55e+20 7
3386.8493 71.463 93.45 25025 234.565 1.39 166.15 0.804 1.02253e+23 1.55e+20 7
3387.6165 71.463 93.458 27873 214.395 1.36 165.162 0.858 9.40198e+22 1.55e+20 7
3388.389 71.463 93.465 30740 195.687 1.34 163.229 0.913 8.6832e+22 1.55e+20 7
3389.1586 71.463 93.473 33594 178.51 1.31 161.648 0.973 7.99847e+22 1.55e+20 7
3389.9307 71.464 93.48 36457 162.618 1.29 159.336 1.03 7.39212e+22 1.55e+20 7
3390.7029 71.464 93.488 39318 147.938 1.26 157.037 1.1 6.82329e+22 1.55e+20 7
3391.475 71.464 93.495 42177 134.429 1.24 155.158 1.18 6.27529e+22 1.55e+20 7
3392.2449 71.464 93.502 45028 122.057 1.22 153.651 1.26 5.75364e+22 1.55e+20 7
3393.0158 71.465 93.51 47881 110.703 1.19 151.917 1.34 5.278e+22 1.55e+20 7
3393.786 71.465 93.517 50730 100.314 1.17 150.397 1.44 4.83098e+22 1.55e+20 7
3394.5565 71.465 93.525 53578 90.8115 1.15 148.957 1.55 4.41563e+22 1.55e+20 7
3395.326 71.466 93.532 56422 82.1556 1.12 148.006 1.67 4.02043e+22 1.55e+20 7
3396.095 71.466 93.539 59263 74.2956 1.1 147.457 1.8 3.64931e+22 1.55e+20 7
3396.8634 71.466 93.547 62100 67.1789 1.08 147.175 1.94 3.30608e+22 1.55e+20 7
3397.6319 71.466 93.554 64936 60.7293 1.06 146.773 2.1 2.99686e+22 1.55e+20 7
3398.3996 71.467 93.561 67768 54.8998 1.03 146.793 2.28 2.70883e+22 1.55e+20 7
3399.1667 71.467 93.569 70596 49.6357 1.01 146.75 2.47 2.4498e+22 1.55e+20 7
3399.9341 71.467 93.576 73425 44.8655 0.992 145.948 2.66 2.22653e+22 1.55e+20 7
3400.702 71.468 93.584 76254 40.5199 0.971 144.574 2.87 2.02999e+22 1.55e+20 7
3401.4692 71.468 93.591 79079 36.5835 0.951 144.516 3.12 1.83351e+22 1.55e+20 7
3402.2346 71.468 93.598 81896 33.0447 0.93 145.162 3.4 1.64878e+22 1.55e+20 7
3403.0007 71.469 93.606 84715 29.8498 0.911 144.736 3.68 1.49375e+22 1.55e+20 7
3403.7657 71.469 93.613 87528 26.9608 0.891 144.457 4 1.35179e+22 1.55e+20 7
3404.5314 71.469 93.62 90343 24.3472 0.873 144.166 4.35 1.22321e+22 1.55e+20 7
3405.2952 71.469 93.627 93149 21.9976 0.854 145.226 4.77 1.0971e+22 1.55e+20 7
3406.0589 71.47 93.635 95954 19.8882 0.836 145.912 5.21 9.87233e+21 1.55e+20 7
3406.8225 71.47 93.642 98757 17.995 0.819 147.114 5.73 8.85956e+21 1.55e+20 7
3407.5848 71.471 93.649 101554 16.2975 0.802 148.292 6.29 7.96005e+21 1.55e+20 7
3408.3472 71.471 93.657 104350 14.7679 0.786 148.573 6.87 7.19936e+21 1.54e+20 7
3409.1087 71.471 93.664 107142 13.3911 0.771 149.855 7.55 6.47232e+21 1.54e+20 7
3409.87 71.472 93.671 109932 12.1497 0.756 150.151 8.25 5.86074e+21 1.54e+20 7
3410.6305 71.472 93.679 112717 11.0323 0.741 151.989 9.06 5.25733e+21 1.54e+20 7
3411.3904 71.472 93.686 115499 10.0342 0.727 155 10 4.68883e+21 1.54e+20 7
