match eyediff nosecheekdiff variabilityratio
1 0.0025790283 0.1229539 1.0790107
1 0.015849309 0.010485344 1.0316992
0 0.054085064 0.1573824 1.1381044
0 0.05553218 0.045108443 1.0339598
1 0.19555161 0.14356263 1.2188221
1 0.12312282 0.030032756 1.0572268
1 0.10814249 0.025115338 1.0137221
0 0.065631349 0.1716106 0.91011673
0 0.023640153 0.1883304 1.0047592
1 0.025425974 0.069918638 1.0433816
1 0.20522122 0.10437277 1.0495298
1 0.030847475 0.22526431 1.1266349
0 0.14775363 0.087333994 1.0292689
1 0.033899806 0.015460773 1.006482
0 0.083428838 0.10757969 1.0924212
0 0.14117327 0.011650007 1.0677187
1 0.027634453 0.031054775 0.99800672
1 0.018440507 0.02344849 0.97516929
1 0.14198042 0.12962557 0.9469967
1 0.047550618 0.038404985 1.0084945
1 0.0018196865 0.066227156 0.9218068
1 0.029989635 0.02010108 0.98616961
1 0.022540491 0.02593042 0.99151982
1 0.094444664 0.01642976 1.0553841
1 0.089107879 0.060849944 0.95957337
1 0.098071142 0.048315664 1.0051206
1 0.016675776 0.010303071 0.99875909
0 0.064173207 0.024850369 0.98093741
1 0.068977826 0.10108673 1.0656834
0 0.17171748 0.14505821 1.1169109
1 0.0067635281 0.011636031 0.99619611
1 0.077400714 0.10088719 1.097401
0 0.15463615 0.10210742 1.2658292
1 0.08298907 0.007148853 1.0024405
0 0.15609926 0.26796756 1.110989
1 0.086325329 0.066295744 1.0097329
0 0.15137782 0.10893045 1.2500767
1 0.023877163 0.009202123 0.97835259
1 0.085386504 0.0066269876 1.0197025
0 0.035246863 0.098768178 1.0504718
1 0.027637945 0.02206306 0.96704157
0 0.20851017 0.15950266 1.1228181
1 0.094855514 0.042486909 1.0165347
1 0.017317504 0.017710503 0.95129564
0 0.052713672 0.16334673 1.0650048
1 0.07489532 0.039129581 1.0092806
0 0.17816864 0.05197596 1.0379307
0 0.13257501 0.15705934 0.87158701
0 0.033067017 0.005128304 0.85082717
1 0.00095441607 0.0050738783 1.0202466
1 0.028350268 0.039459951 0.98833904
0 0.02734578 0.18984744 0.90566625
0 0.11122169 0.021731227 0.94448637
1 0.12723658 0.042812269 1.121771
0 0.06636341 0.044578986 1.1294285
0 0.0438006 0.082104706 1.0470333
0 0.030915707 0.20337133 1.1241187
1 0.056051816 0.02090449 1.0667634
1 0.025612393 0.060113284 1.0824207
1 0.03836242 0.04211422 1.0272238
1 0.18163444 0.022167812 1.0094706
0 0.0063922861 0.072033699 1.02276
1 0.019038991 0.0018848788 1.0486831
1 0.00072732528 0.072591907 0.99965013
0 0.29929423 0.34203055 1.0837033
1 0.14634356 0.083308861 1.0875038
1 0.16243885 0.23439347 1.0511161
0 0.08047781 0.058794152 1.2351174
1 0.015655177 0.057002794 1.0356132
1 0.10110064 0.059536083 1.0606039
1 0.030981496 0.11048919 1.1391546
1 0.030171986 0.064959998 0.94247368
1 0.021881999 0.014046325 1.0547077
1 0.092609321 0.11449873 0.96761243
1 0.050282561 0.10678122 1.1244443
0 0.09986758 0.17391241 1.2496687
0 0.014574981 0.16250814 0.85192042
1 0.01634408 0.046138193 1.0564265
0 0.011451132 0.061430773 1.1339058
1 0.030587131 0.086491052 1.0225131
1 0.13143313 0.012409029 1.0762097
1 0.10967963 0.016359793 0.97719404
0 0.13900111 0.10507821 1.2245099
1 0.070994787 0.051536389 1.0052196
1 0.041680099 0.13422729 1.0624284
0 0.09856404 0.19652682 1.0821552
1 0.069677939 0.0093195694 1.0592357
1 0.11922681 0.0066002116 0.96411994
0 0.012069056 0.43987998 1.0618925
1 0.020749748 0.032097913 1.0494608
1 0.071976039 0.04233031 1.2713184
1 0.0075964238 0.042564685 1.0861788
1 0.038217766 0.093415362 1.0146007
1 0.005997895 0.039706086 1.0164699
1 0.040061209 0.013170175 1.0135811
0 0.031228899 0.22391891 1.1367098
0 0.048600202 0.041372051 1.0406839
1 0.058603419 0.15528235 1.0529272
1 0.012472795 0.048304712 1.0200127
1 0.035031506 0.0067786119 1.0177156
1 0.024014313 0.05548799 1.000585
1 0.024663041 0.014742954 1.0326163
1 0.022940957 0.08239723 1.0716069
0 0.075849502 0.19445318 1.1750332
0 0.19971083 0.32871572 1.069131
1 0.011239568 0.068379157 1.0231778
1 0.022851618 0.03881314 0.97686521
1 0.018875085 0.00041216379 1.0507953
1 0.038112221 0.0088986771 1.0417644
0 0.015230047 0.1445682 1.005819
0 0.1660138 0.24401587 1.083196
0 0.071617806 0.097515209 1.0449326
1 0.036943262 0.12733749 1.043766
0 0.1151286 0.10331993 0.93308462
0 0.090545668 0.10914986 1.1723205
0 0.14597454 0.1964685 1.2237797
1 0.11779327 0.091011821 1.0794194
0 0.058418748 0.1072306 1.0719651
1 0.050740281 0.28669193 0.93497177
1 0.023664968 0.0809517 1.0506689
0 0.25633885 0.14613036 1.0507524
0 0.032415573 0.19124367 1.1008315
1 0.053432043 0.035733752 1.1022753
1 0.038064422 0.078062093 0.98800728
1 0.005016821 0.15452697 0.99696107
0 0.094892494 0.18857201 1.1289148
1 0.0080500837 0.0073058504 1.0072513
1 0.09745074 0.018213477 0.9846336
0 0.10012052 0.028266668 0.95938294
1 0.0096398012 0.011901778 1.032864
1 0.032948685 0.005143969 1.0429734
1 0.0074448997 0.050682633 0.99350994
1 0.056461342 0.0053911389 0.9787199
1 0.026063193 0.014427485 0.97859927
0 0.066978134 0.030365213 0.90994187
1 0.019964503 0.1160887 0.99996335
1 0.01188422 0.1927015 0.89658587
1 0.027023611 0.10616984 1.0161304
1 0.033275666 0.0041821086 0.97000563
1 0.040605032 0.00052663819 0.96712402
1 0.0074874248 0.021107519 1.0192458
1 0.010286918 0.0008191484 0.99201494
1 0.012804204 0.058837723 0.9916692
1 0.087474016 0.01060032 1.070714
1 0.0019154797 0.002606536 1.0112122
1 0.038972097 0.018768304 1.0025412
1 0.013256844 0.013783122 1.0242592
1 0.0061529789 0.021552882 0.99906365
1 0.014128714 0.012593242 1.0237204
1 0.044279848 0.080731676 0.96258057
1 0.064624695 0.014993354 0.99856942
1 0.056495684 0.034374007 0.9969372
0 0.094420233 0.01949632 1.1360552
1 0.05323223 0.11841787 1.0120824
1 0.002697424 0.013438048 1.0149881
1 0.0040424076 0.0023744353 1.0096803
1 0.038715912 0.037241156 1.0404979
1 0.048047014 0.026112066 0.98644007
1 0.12575057 0.096216734 0.92960293
0 0.088687301 0.19900525 1.2904161
0 0.14563009 0.22605224 1.0497512
0 0.042361788 0.17636277 1.1978141
1 0.019427418 0.14794459 1.0299241
1 0.030365666 0.20508748 1.1613304
1 0.0052657139 0.01827515 0.99269595
0 0.098178212 0.02483777 0.99904062
0 0.061884072 0.24118299 1.0688452
1 0.039855063 0.14059593 1.0934199
1 0.071933136 0.047985156 1.0182179
1 0.0067923631 0.014139045 0.98333371
1 0.029465203 0.055304725 1.1479351
0 0.083651442 0.0033538358 1.0910947
1 0.027082755 0.018187648 1.0775956
0 0.014438664 0.21135173 1.0451754
1 0.031361281 0.12077397 1.0577521
1 0.067953776 0.10269391 1.0211495
1 0.044626468 0.10781438 1.0820253
1 0.0095218918 0.14088683 1.0958509
1 0.12489559 0.11352662 1.0256817
0 0.079606562 0.11028987 1.085958
0 0.045112622 0.042554087 1.058728
1 0.049411549 0.010278984 0.90425226
1 0.0012294965 0.26873816 1.0136015
0 0.1045223 0.074331788 1.0271807
1 0.0041838655 0.038593935 0.96663368
1 0.10356895 0.19656727 1.0273605
1 0.017450814 0.0091248529 0.95496125
1 0.066401413 0.020241055 1.0663234
0 0.098670385 0.097974843 0.95526371
1 0.028610457 0.064116318 0.99630163
0 0.024997448 0.04487139 0.94905096
1 0.021831386 0.062237301 1.0813357
1 0.07472327 0.1383991 0.96318583
1 0.041412055 0.087860206 0.91477391
1 0.030869051 0.092318401 0.9903344
0 0.014052043 0.13911787 0.94862293
0 0.10217337 0.015904289 0.92773868
1 0.16445501 0.2364832 1.0906581
0 0.089718889 0.027747043 1.0525274
0 0.0949497 0.050416578 1.0197449
1 0.022087793 0.044053363 1.0021737
1 0.065408492 0.21375747 1.1671804
1 0.045679439 0.17319723 1.0543666
1 0.22189174 0.2836031 1.076912
1 0.061597407 0.052057304 0.97660561
0 0.030620376 0.065673979 1.0128546
0 0.060128326 0.16531339 0.9981724
1 0.052544954 0.093851328 1.0210663
0 0.024797662 0.17437577 0.99241099
0 0.0094995632 0.046210588 0.96126748
1 0.053014833 0.015804971 1.0185378
0 0.041683671 0.12546169 0.99747577
1 0.0058623523 0.016595328 0.99569488
0 0.1837948 0.095305855 0.96317324
0 0.013118921 0.0060484079 1.0547061
0 0.07829652 0.36337531 1.1802413
0 0.0793498 0.15672478 0.86457103
1 0.0095764662 0.063796315 1.0412317
0 0.028166123 0.090687043 0.97427188
0 0.069295086 0.20279006 1.139856
1 0.024658899 0.07615686 0.99040968
0 0.078773933 0.067975135 0.95343976
1 0.008236048 0.087221888 1.0281757
0 0.13985257 0.18489252 0.96109363
1 0.0038570134 0.027467103 0.9902667
1 0.018730745 0.0332862 0.95867698
1 0.011779674 0.044982648 1.0090231
1 0.063516007 0.016095438 1.0351422
0 0.083044861 0.047198275 0.98014526
1 0.064771641 0.1399548 0.99067396
0 0.14513351 0.095598959 0.96258205
0 0.0035943878 0.30190463 1.1431839
0 0.047458878 0.33835684 1.1068115
1 0.0083877264 0.041121667 0.96976863
1 0.056510067 0.022287525 0.96382637
1 0.023921159 0.0087236128 1.0731325
1 0.023459783 0.093477745 1.0140386
0 0.050176304 0.11340256 1.0823453
0 0.13516747 0.18022833 1.0232265
1 0.030207579 0.070915163 0.95495917
0 0.080849063 0.052868048 1.0011076
1 0.00036019566 0.06593586 0.987846
1 0.050245173 0.17632632 0.98917434
0 0.032260441 0.076685885 1.0247496
1 0.063391983 0.12532799 0.99087919
0 0.050326448 0.11487626 0.93947169
0 0.03680311 0.021855574 0.95512779
1 0.0018290427 0.032931446 0.99478884
0 0.0628677 0.018649354 1.0111572
0 0.014692124 0.066445704 0.99348138
0 0.053200616 0.066412413 0.93526784
0 0.086941711 0.22842075 1.0387901
1 0.06122794 0.23951965 1.1810172
1 0.098563745 0.18116136 1.1347809
1 0.0024519099 0.0095261332 1.0464918
0 0.022741098 0.10972322 1.0084048
0 0.07361743 0.10734051 1.0006315
1 0.015169984 0.011754782 0.96162267
0 0.027942484 0.13106139 1.0116535
1 0.027591113 0.024561241 1.0321463
1 0.044380187 0.094890015 1.0515833
0 0.028650092 0.079250862 1.0723603
1 0.066459322 0.15262202 1.0652163
1 0.030190515 0.050298965 0.94483603
1 0.062934586 0.03507239 1.0196236
0 0.00049084419 0.12057576 0.92739249
1 0.058729346 0.032087972 0.93291262
0 0.11313549 0.084661674 0.96800725
0 0.047906488 0.1433855 0.94849547
0 0.02783669 0.17515487 0.89746402
1 0.024142057 0.065557251 0.9636108
0 0.16121412 0.18612544 0.89620937
1 0.060470769 0.04930746 0.96403588
0 0.052011097 0.2048167 0.97800283
0 0.071318022 0.10908178 0.95662897
0 0.017571163 0.18050106 1.0252135
0 0.034600827 0.15191957 0.88550349
0 0.086362261 0.095830526 1.1026096
1 0.064453893 0.0070075424 1.0037447
0 0.12155251 0.064448108 0.98399887
1 0.086861735 0.0056900549 0.99737229
0 0.00047015965 0.10127747 0.94536349
0 0.011522111 0.19536785 0.96099435
0 0.01719122 0.053426177 0.96335954
0 0.14914786 0.069699882 1.0007154
1 0.022193804 0.048447202 1.0602761
1 0.12928869 0.013737357 0.94960722
0 0.03553122 0.038100523 0.96718774
1 0.0043012845 0.1592188 0.93998537
1 0.019555694 0.047335383 0.89421016
1 0.017116077 0.14248477 1.0431569
0 0.038688751 0.04357765 1.0315222
0 0.010928452 0.11727526 0.97220502
1 0.054744173 0.031247813 0.96411917
1 0.024133243 0.0560618 0.96924634
0 0.055286943 0.14586753 1.0394481
1 0.031025355 0.040590665 1.0022344
0 0.087549461 0.17923281 1.0289615
0 0.0062792695 0.12848177 0.94428843
0 0.009987151 0.18162593 0.97746622
0 0.059121158 0.15346688 1.0400664
1 0.020435488 0.12084464 0.93793838
0 0.11238059 0.24890452 0.97036847
1 0.059935987 0.020538345 0.94607847
0 0.14133951 0.29011149 1.1203384
1 0.046448882 0.13231752 0.99252971
0 0.013592989 0.21724033 1.1066829
1 0.16097741 0.04535407 0.92715637
0 0.057387609 0.080438005 1.0450583
0 0.029146522 0.11396484 0.98172458
0 0.052916316 0.019414297 1.0044292
0 0.082284106 0.081578513 0.97325919
1 0.0094660513 0.050572898 0.99007684
0 0.07469617 0.2877412 0.93372246
1 0.071852551 0.13507693 0.95278012
0 0.087013597 0.1757813 0.95041031
1 0.088348819 0.24521661 1.1489063
1 0.04601546 0.014448883 1.0227192
1 0.070939517 0.085395119 0.98252534
1 0.1025938 0.23853245 1.1372994
1 0.10634629 0.072823626 1.0193382
0 0.05482952 0.10031755 0.98472849
1 0.006443106 0.10377418 1.0095468
1 0.043744535 0.038991255 1.007427
0 0.045963785 0.19897651 0.99999346
0 0.020066783 0.16180957 1.0852212
0 0.033043315 0.096988316 0.94312682
0 0.071087926 0.2041445 1.0670556
1 0.014846759 0.020606879 1.0045036
0 0.082969173 0.11673975 0.96559202
1 0.059403572 0.074013672 0.94099525
1 0.015809684 0.040938765 0.96151252
0 0.058064734 0.25911382 1.1956482
0 0.030245013 0.048182205 1.1243249
0 0.00042142935 0.13661523 1.0823221
0 0.013122291 0.12252588 0.99989304
0 0.1244055 0.21976361 1.0680503
0 0.12393858 0.2426373 0.93074573
1 0.017000393 0.091121335 1.0743984
1 0.052110658 0.12161047 1.1811599
0 0.0032817217 0.14929048 0.95445768
0 0.18665328 0.26631843 1.0520643
0 0.11414146 0.2229545 1.0382422
1 0.011865557 0.074792893 1.0198073
1 0.035780931 0.040912276 1.0392165
0 0.057498248 0.074999833 1.0779769
1 0.01494461 0.025951517 0.9468463
0 0.17960837 0.2818347 0.96868636
1 0.048259366 0.047283934 0.98877453
0 0.014961414 0.091083081 0.97654826
0 0.056910356 0.13965191 1.0187438
