STREAM.ID IBI.BUG YEAR LAT.DD LON.DD PHSTVL ANC log.COND log.CL log.SO4 log.PTL log.NTL xcdenbk w1.hall pct.fast xslope lsub.dmm lrbs.bw5 RH.XMET log.WSAREA ELEV.X SLOPMEAN log.POPDENKM FOR.NLCD AG.NLCD log.URB.NLCD log.MINENLCD
MAIA97-158 34.8731687 1997 37.07189 82.64730 8.21   440.30 6.466145 3.610325  8.738299 2.5649494 4.564348  44.3850267 2.02275455  52.0000000  4.9050000  1.256426251 -0.895411161 15.500000  0.29453355  576 11.5 3.1836216  97.816772  0.645721 0.0000000000 0.5841154899
MAIA97-159 35.8340438 1997 36.60822 83.55566 8.22  3178.50 5.730100 4.305758  5.074664 3.1780538 6.638568  91.4438503 1.22727727  30.0000000  2.1700000  1.025447515 -1.044136026 17.416667  4.66275395  398  7.1 3.1336665  59.792694 39.756605 0.0246018768 0.2375078885
MAIA97-161 52.5211633 1997 36.58913 78.71975 7.21   736.94 4.540098 4.851801  3.389384 2.7725887 5.662960  93.0481283 1.48486818  12.0000000  1.1675000  0.488995198 -1.187403937 13.333333  4.67235770  118  1.0 2.5144655  73.749007 23.165316 0.5993775635 0.0000000000
MAIA97-162 34.5924208 1997 36.69532 78.98476 7.50   666.48 4.484132 4.586280  4.164732 3.9120230 5.872118  94.6524064 0.06818182   0.0000000  1.7115000 -0.167705317 -2.121613467 15.000000  3.72562836  118  1.2 2.6918531  63.199967 30.671514 0.0000000000 0.0000000000
MAIA97-163 34.7487508 1997 36.45668 78.50799 7.08   910.08 4.623010 4.744651  3.226534 3.4011974 5.262690  96.5240642 0.55303182   7.0000000  0.3300000  0.319006462 -0.652344357 16.250000  3.03177486  116  0.8 2.4437374  60.540977 36.055379 0.1673424277 0.0000000000
MAIA97-164 64.1405178 1997 36.10885 79.14809 7.19   566.59 4.320151 4.566247  3.823462 3.1354942 6.086775  91.4438503 0.00000000  20.0000000  0.7600000  0.085699518 -1.464626785 16.750000  4.29676418  183  0.7 3.0220820  62.939325 33.912742 0.4079247474 0.0000000000
MAIA97-165 57.6167607 1997 36.45985 80.30388 7.90   352.59 3.813307 4.005311  3.492072 3.3322045 5.564520  98.9304813 0.74028247  25.0000000  1.0500000  0.284053795 -1.495688112 14.583333  4.72284833  275  2.4 2.9218166  76.785875 22.181204 0.1967856128 0.0000000000
MAIA97-168 37.0017221 1997 35.30162 78.11978 6.00    57.34 4.257030 5.460718  5.566511 3.9120230 6.154858  50.5347594 0.04545455   0.0000000  0.3000000 -2.110922507 -3.087040570  9.583333  4.69564232   30  0.2 2.9159312  35.420114 46.963554 0.2329029729 0.0000000000
MAIA97-172 58.0322530 1997 37.71403 79.89426 7.46   836.91 5.022564 3.215105  6.369154 3.5553481 5.796058 100.0000000 0.00000000  90.0000000 10.2500000  2.043800039 -0.403678204 15.416667 -0.30259269  497 14.8 0.8548408  99.916890  0.083110 0.0000000000 0.0000000000
MAIA97-176 34.5139047 1997 38.38596 80.79671 7.90  1963.68 6.781058 3.921750  8.885814 0.0000000 5.545177  84.4919786 1.11365000   0.0000000  1.3500000 -0.081339692 -2.077900279 14.166667  3.85646590  580  6.7 1.4281558  86.011093  2.997584 0.0917109832 2.2940916254
MAIA97-177 20.1080805 1997 37.01323 79.81006 7.08   346.46 4.010963 4.715526  3.067413 2.9957323 6.591674  94.1176471 0.33335000  48.0000000  4.2275000  1.294510862 -0.841462451 15.500000 -0.72113522  351  1.3 4.2826068  38.751699 43.268487 2.9236770930 0.0000000000
MAIA97-178 69.8274082 1997 37.54276 79.61638 8.94  1472.74 5.020586 3.771317  4.349369 3.2958369 4.836282  85.0267380 0.77272727  18.0000000  3.6925000  2.276319008 -0.013606278 16.083333  4.08552411  304 10.6 1.0050339  99.104014  0.761947 0.0573420636 0.0000000000
MAIA97-179 22.7315927 1997 37.39846 79.99095 6.86  1122.45 4.930148 3.809538  5.349637 1.0986123 4.779123  88.7700535 0.00000000  34.0000000  0.9025000  1.516906505 -0.294854942 15.083333  2.11715872  385 10.5 2.4076656  97.031437  1.137698 0.0107757327 0.0000000000
MAIA97-180 63.8078299 1997 37.14339 79.38928 7.72   510.75 4.099332 3.988730  3.539715 1.3862944 4.744932  90.6417112 1.14395000  31.0000000  2.4800000  2.178066364  0.234611857 17.666667  2.68238361  213  2.6 2.5029103  90.122757  5.220414 0.5065374426 0.0000000000
MAIA97-181 50.7509795 1997 37.01867 79.04303 7.49   517.40 4.032469 4.163710  3.010596 2.9444390 4.927254  94.1176471 0.00000000  31.0000000  2.1430000  0.621973010 -1.121771088 16.583333  1.30662867  152  1.5 2.3499457  40.261829 20.858000 0.1149612805 0.0000000000
MAIA97-182 58.4755751 1997 37.16580 80.29012 8.20  3759.80 6.206576 6.359569  5.993581 1.6094379 6.925595  76.7379679 2.51517273  50.0000000  2.5770000  0.878833588 -0.921293324 12.500000  1.96285154  489  5.8 4.2048568  87.703804  6.226150 1.4742649446 0.9477835850
MAIA97-183 32.0083862 1997 37.80466 82.24435 7.68  1264.51 5.356586 5.406651  6.483741 2.0794415 5.579730  90.1069519 2.38638636  30.0000000  1.9345000  1.089526716 -0.730001225 12.500000  3.13236323  213 12.4 3.0008193  99.292482  0.388900 0.0000000000 0.0358988557
MAIA97-184 28.2319672 1997 37.50661 81.28772 7.12  1469.94 5.250177 4.491688  5.947068 3.1354942 6.100319  84.7593583 0.56818182  16.0000000  0.5905000 -0.460422117 -1.614750412 15.583333  1.83832494  762  8.0 2.2928377  97.509224  1.173146 0.0000000000 0.2520131841
MAIA97-186 36.8488026 1997 37.42840 81.99599 8.39  2122.05 6.555357 5.709218  8.558263 2.0794415 6.163315  87.1657754 1.65154091  57.0000000  2.6670000  1.859591648 -0.122685675 15.750000  2.69000842  385 11.7 3.1264096  98.664608  1.208708 0.0060904157 0.0486320564
MAIA97-187 65.2693405 1997 36.94640 81.53853 8.31  2939.17 5.648974 4.404935  4.654510 3.2188758 6.590301  82.3529412 1.73487273  31.0000000  1.8090000  1.600560580 -0.404199809 17.166667  5.44416078  625  8.7 1.6054299  72.138042 27.607460 0.0007707029 0.0000000000
MAIA97-189 24.0095632 1997 37.13628 80.60476 7.56  4785.01 6.278521 6.094914  5.475736 2.7080502 8.081475  58.2887701 1.48486364  14.0000000  0.7535000 -0.260236485 -1.773164213 14.083333  3.42340887  549  1.5 5.0922399  11.574763 76.651830 2.5341868526 0.0000000000
MAIA97-190 23.5960298 1997 36.71980 80.66583 7.59   259.33 3.779634 4.400445  3.101702 1.9459101 6.429719  81.2834225 0.69698636  24.0000000  1.0945000  0.538089468 -1.161100057 13.583333  2.81126241  762  4.3 3.0456646  44.079322 55.737615 0.0475560697 0.0000000000
MAIA97-191 72.9474489 1997 36.83438 80.82051 7.61   501.88 4.875197 6.394809  4.310997 1.6094379 5.187386  47.8609626 2.87884091  88.0000000  3.5800000  0.502004388 -1.394544004 13.250000  0.45158504  706  4.2 3.8055285  79.229434 20.770566 0.0000000000 0.0000000000
MAIA97-192  9.2625516 1997 37.10860 81.54600 8.13  3754.43 6.018593 6.289118  5.282775 3.1780538 6.946976  66.3101604 1.43942727  36.0000000  2.6480000 -0.357594565 -3.051708963 10.000000  0.51926987  736  5.9 2.9048224  46.602012 52.078256 0.7188154146 0.0000000000
MAIA98-003 61.1096326 1998 36.85588 78.41541 7.32   986.25 4.782647 4.530726  3.500277 3.1443678 5.442418  99.1596639 0.00000000  15.4639175  0.3600000 -0.068101914 -1.859067302 15.166667  4.47430609  122  1.0 2.4211678  72.306783 18.764060 0.2958607854 0.0000000000
MAIA98-007 71.5907706 1998 37.61382 78.55242 7.21   445.69 4.025887 3.884762  3.504041 3.3918539 5.638355 100.0000000 0.00000000  16.0000000  1.5600000 -0.280035252           NA 16.416667  4.23611319  150  0.5 1.9461958  81.142536 13.481652 0.2495992916 0.0000000000
MAIA98-010 67.0174548 1998 38.20318 81.88603 7.48   306.52 4.280962 3.049182  5.666651 1.7939238 5.164786  90.6417112 0.48487273  43.3333333  1.2000000  1.656757352  0.521920310  7.666667  0.10029772  279  7.6 2.2091531  99.462893  0.537108 0.0000000000 0.0000000000
MAIA98-011 88.1289308 1998 38.17015 80.69561 8.55  2996.52 6.395495 3.876613  7.958840 1.5293119 6.451655  91.4438503 0.25000909  53.0000000  2.0700000  2.186936283  0.183069813 14.833333  3.89507825  701  7.3 2.1239368  89.701872  6.155653 0.0464980154 1.3698885182
MAIA98-013 49.6298319 1998 37.21810 80.52770 8.18  5602.23 6.472501 5.147660  5.371740 2.4630018 7.232733  81.5508021 0.51517273  52.0000000  0.1800000  1.154888798  0.730002854 12.750000  1.56444055  549  1.7 4.1874402  53.715920 45.448623 0.5865636952 0.0000000000
MAIA98-014 42.0575986 1998 36.62380 82.49892 8.18  2052.55 6.269475 7.754089  6.065758 2.5094366 6.054439  76.4705882 1.12778595  16.0000000  0.2000000  1.454774947  0.064096783 15.083333  7.28677333  396  8.9 2.6266955  84.653283 14.599374 0.3391415280 0.0209118158
MAIA98-015 66.6480304 1998 36.65079 79.21079 7.39   569.68 4.344584 4.711984  3.659711 4.4985867 5.953243  87.1657754 0.00000000   0.0000000  1.5000000 -0.460422117 -1.512379862 14.000000  2.96304378  152  1.5 2.9042747  69.010817 27.279648 0.2350903038 0.0000000000
MAIA98-017 86.8063595 1998 41.55038 74.76060 6.94   152.20 4.751865 6.501798  5.014706 1.5246967 5.150397 100.0000000 1.09095455  36.0000000  2.0000000  2.058484736  0.364742623 16.833333  3.74981697  325  1.9 3.8079949  84.608055  1.416882 1.7001968419 0.0000000000
MAIA98-019 91.7339597 1998 41.32758 77.11487 7.26   210.19 4.241614 3.950929  5.684992 1.8541081 6.169611  96.3235294 1.56950417  60.0000000  1.7539000  2.119211141  0.490113369 16.916667  3.88254064  213  6.9 2.0537390  87.529782 11.463426 0.1704117491 0.3746312600
MAIA98-020 92.0156041 1998 41.30667 77.05095 7.93   771.15 5.119789 5.755270  5.045469 3.0350972 7.702556  95.9893048 0.77275455  57.0000000  1.1500000  2.356097865  0.896306103 13.416667  3.54805007  186  6.0 3.6617138  57.128003 42.746632 0.0465571968 0.0000000000
MAIA98-024 45.1501801 1998 39.03807 79.59284 6.98   136.11 3.594294 2.474412  4.915837 1.6759744 6.054439  94.1176471 1.04550000  61.0000000  3.4500000  2.392829527  0.273396949 16.166667  3.30417240  563 10.2 0.8104857  99.043992  0.079336 0.0098681493 0.0000000000
MAIA98-028 23.9130886 1998 40.47246 78.26887 8.27  2631.98 6.521063 7.709198  7.294812 5.5101118 7.973500  94.3850267 1.58340000  17.0000000  0.5800000  1.209702894 -0.136476595 15.166667  6.50364500  274  6.2 4.7388441  67.637893 24.247011 2.0164426347 0.4549160063
MAIA98-029 30.1291742 1998 40.66996 78.79774 6.82  1526.56 6.571443 5.602027  8.646217 2.9849241 6.200509  72.7272727 3.77284091  10.0000000  0.5500000 -0.563274343 -1.810828862 12.666667  4.22432110  456  5.1 4.7590065  75.519342 18.757335 1.6056720304 1.0048798303
MAIA98-031 60.1045932 1998 40.21137 77.71840 8.15  3446.79 5.927459 5.106489  5.381463 3.4405142 7.860956  51.6042781 1.72735909  24.0000000  0.3040000 -1.078854112 -1.920855565 12.833333  2.62402346  297  5.3 2.3786198  45.385354 53.198512 0.0065047979 0.0000000000
MAIA98-032 64.8111649 1998 38.70197 77.90781 8.12   497.10 4.353499 5.039910  4.011228 2.8525112 5.906723  99.4652406 0.53030455  44.0000000  1.3000000 -0.611685496 -2.363740829 12.500000  4.95592072  107  3.3 3.1124926  63.204896 34.822526 1.0354371044 0.0000000000
MAIA98-034 34.7080189 1998 40.25893 80.13909 8.05  3761.85 6.359280 6.701437  7.000473 4.3421807 6.755769  82.6203209 0.66670000   1.0000000  0.1100000 -0.609031711 -1.822432888 11.333333  4.62602814  304  3.3 4.2337586  53.571031 42.307025 1.6001935144 0.0804134082
MAIA98-035 51.7874528 1998 41.98268 79.30364 7.67  1212.82 5.630495 7.161130  5.733577 2.0835581 6.098074  95.4545455 2.89003398  58.0000000  2.1700000  1.126032830 -0.316239925 13.916667  0.73304074  450  2.4 3.1194974  60.925132 38.815403 0.2306870276 0.0000000000
MAIA98-036 55.3035034 1998 38.76277 80.81281 7.50  1231.78 5.062595 5.073842  5.171854 3.1161341 5.908083  38.7700535 1.68187727   4.6666667  0.4620000  1.162814069  0.053251869 12.916667  3.34115363  275  9.6 2.2981754  90.213352  9.719749 0.0158024805 0.0000000000
MAIA98-042 97.2222222 1998 38.41038 79.82500 7.53   454.00 4.336637 4.338327  4.824000 2.2497116 6.543912  79.4117647 1.03030455  16.0000000  0.7800000  1.036980185 -0.704048890 12.916667  2.71699673  822  5.8 1.7507638  87.969592 11.659018 0.0118228341 0.0000000000
MAIA98-047 81.3050840 1998 38.15778 80.14236 7.80   981.62 4.814620 4.194801  5.122455 2.9938806 5.791488  83.4841629 0.89748077  20.0000000  0.5380000  1.514234529 -0.077232516 15.083333  7.25450686  637  8.4 1.7467621  89.275767  8.758639 0.0852212757 0.0000000000
MAIA98-050 56.1647302 1998 36.68825 83.02728 8.22  2889.07 6.313729 5.130461  7.820418 2.8873115 6.687732 100.0000000 1.31819091  14.0000000  0.7000000  1.371318388 -0.151085112 16.083333  6.68153726  396  9.9 3.5244175  89.341018  5.608163 1.1311962839 1.0183836748
MAIA98-055 86.3225163 1998 40.87260 77.17186 8.40  1976.84 5.602488 5.262761  5.576492 2.5122381 6.921412 100.0000000 2.00009545  16.0000000  0.6000000  1.484416812  0.125339267 14.583333  6.61066549  183  5.8 2.7688317  70.897384 27.308616 0.2796781262 0.0000000000
MAIA98-056 89.1432755 1998 41.47823 77.23852 7.72   306.43 4.380901 4.906691  5.308555 1.8221270 6.284134  91.7112299 0.27272727  71.0000000  1.6800000  2.167455178  0.378527239 16.000000  3.93032647  336  5.6 1.6752257  80.997303 18.742745 0.1658711545 0.0000000000
MAIA98-060 65.9323147 1998 39.33061 79.26960 7.91   767.80 7.048386 6.276366  9.337801 0.7119689 7.701200  64.4385027 0.40910909  49.0000000  1.4125000  3.044733944  1.115474412 16.666667  5.91933542  646  4.4 1.8751811  79.750136  9.395803 0.2517729898 1.9160907957
MAIA98-061 69.1584133 1998 38.87501 79.60418 7.95   442.31 4.114637 2.765059  4.416945 1.6304163 5.771441  90.6417112 0.48487273   8.0000000  0.8500000  1.871706434  0.473694555 12.916667  4.75141196  881  7.2 0.5405786  85.557831  5.140141 0.0007776975 0.0366934839
MAIA98-063 84.5583127 1998 41.73609 78.35325 7.00   467.57 4.271793 4.012989  4.940556 2.6646555 5.493061  63.9037433 1.16670455  48.0000000  1.5500000  0.554485746 -0.740471145 16.000000  1.84132711  518  4.5 0.5844478  94.591503  5.379948 0.0281490712 0.0000000000
MAIA98-064 16.7020732 1998 41.12037 78.09518 4.92   -17.13 6.645221 6.381721  8.872005 0.4660897 5.875633  49.4652406 2.03032727 100.0000000  0.9000000  1.986193325  0.403319753 16.750000  8.24163074  244  3.9 3.3011192  80.921196 12.367574 0.8443770275 1.6875453333
MAIA98-065 52.2738843 1998 40.32776 79.38494 7.02   903.26 6.031646 6.341796  7.782775 3.6015771 6.342121  38.2352941 2.78035909   0.0000000  0.5000000  1.532658526  0.084207142 10.083333  6.33277755  306  4.7 4.2828415  75.240614 20.573541 1.4704951045 0.4211875272
MAIA98-066 78.4939709 1998 39.50489 76.92729 7.67   586.99 5.352332 6.677047  4.524314 1.7418687 8.554104  98.8795518 0.25398095  71.0000000  1.1150000  1.531103544 -0.471678912 17.333333  3.30874944  172  2.2 5.1930291  23.043901 70.201949 1.8399821708 0.0000000000
MAIA98-067 65.5775052 1998 40.14210 77.94583 8.17  1918.16 5.513025 5.764337  5.535791 2.2626741 5.810392  95.1871658 0.12121818  15.0000000  0.5000000  1.667970867  0.363863411 17.083333  6.02588795  229  5.8 2.3008836  74.908658 22.948143 0.5774787201 0.0811762189
MAIA98-068 52.0336351 1998 38.77348 77.41631 7.76  1322.86 6.523269 7.681924  7.296479 3.1036894 9.680344  93.8502674 0.33335000  19.0000000  0.5000000  0.669443298 -0.716394716 17.333333  6.06532542   54  1.2 5.7678303  45.856554 28.577721 3.1204515533 0.3925993649
MAIA98-069 88.4817365 1998 39.70322 78.04076 7.95  2418.38 5.676411 5.232797  5.536776 3.3750245 7.315884  93.0481283 0.66670000  18.0000000  0.3540000  1.204889202 -0.151756826 14.333333  6.20081825  152  5.7 2.7916558  66.579086 31.842918 0.4614420836 0.0000000000
MAIA98-070 85.8533532 1998 42.55390 74.83382 7.69   684.27 4.848116 5.199420  5.339798 2.8724341 7.533025  93.3155080 1.22731364  61.0000000  1.5175000  1.840932612  0.331039662 16.833333  4.41619011  396  5.8 2.2337708  72.520486 26.815995 0.2907005124 0.0000000000
MAIA98-073 16.3333045 1998 36.98472 77.32327 7.65   617.47 4.619073 5.241791  4.746825 3.2851784 5.736572  99.4652406 0.09848636   3.0000000  0.5000000 -0.091602305 -1.530451119 15.833333  7.82756597   15  0.6 2.5538884  69.848690 20.302790 0.9003426343 0.0002149769
MAIA98-074 30.6756584 1998 35.60127 76.42781 6.80   429.70 4.896346 5.624261  5.920603 6.8926224 8.710949   0.0000000 1.50000000   0.0000000  1.2000000 -2.110922507 -4.498776556  4.416667  3.30796305    3  0.0 0.0000000   0.923898 23.642818 0.0000000000 0.0000000000
MAIA98-075 35.2908792 1998 36.42735 77.64319 6.91   987.58 4.937347 5.641920  3.942154 3.2957628 6.461468  93.7500000 0.52083750  20.0000000  0.1600000 -1.606619541           NA 10.583333  3.59036214   45  1.4 5.6611637  43.708098 20.473818 3.5404901125 0.0000000000
MAIA98-078 61.1627631 1998 37.91961 79.00672 7.60   133.97 3.099642 2.763281  3.466397 1.1820339 4.875197  91.4438503 6.30313182 100.0000000  1.7000000  2.238420430  0.332017373 12.916667  2.24463813  579  8.8 0.8202203  98.239103  1.245904 0.1420124516 0.0000000000
MAIA98-079 27.9519737 1998 37.35474 78.52877 7.62   737.10 4.520483 4.372363  4.175668 3.0290703 5.552960  98.1283422 0.06818182  21.0000000  1.6000000 -1.229035374 -2.534399145 14.916667  2.90084450  122  1.6 2.2241910  76.075326 21.982269 0.0862886993 0.0000000000
MAIA98-081 59.8325632 1998 37.59784 81.59126 7.57   826.01 5.502890 7.053424  5.190231 3.3832031 6.232448  95.4545455 0.74245909  32.6666667  4.7000000  2.483221468  0.510149126 12.833333  1.72936975  486  6.5 3.4776336  89.013201  6.202949 0.4641936590 1.0355510758
MAIA98-082 35.8853366 1998 36.99005 80.50191 7.93   544.16 4.316688 4.853342  3.782602 2.9389635 6.010041  82.3529412 0.22727727  13.0000000  1.6500000  0.179722661 -1.806883408 14.750000  6.44993347  609  3.9 2.7418717  60.991899 38.105432 0.1954483555 0.0000000000
MAIA98-083 63.4616055 1998 38.21617 80.78514 8.20  1592.23 5.764250 4.347493  7.294459 1.4931850 6.003887  97.8609626 0.06060909   7.0000000  0.3100000  0.405480221 -0.821544955 11.583333  5.05637191  549  7.7 2.2588422  91.595522  5.549779 0.1707077097 0.9551752347
MAIA98-084 75.6484180 1998 37.19909 79.28345 7.56   680.89 4.615121 5.112960  4.221621 4.5158334 6.634962  98.6631016 1.17424545   5.0000000  0.5500000 -0.428178861 -1.820675589 12.833333  6.74063484  213  3.3 3.5847959  62.536139 34.908134 1.0481281405 0.0000000000
MAIA98-086 35.3835583 1998 36.66357 83.25679 8.37  3030.76 5.789348 4.219991  5.231804 1.9248324 7.050123  91.7112299 0.93940909  35.0000000  1.4000000  2.056984682  0.215207186 17.333333  3.20058965  399  8.9 2.4502289  87.797199 12.078544 0.0775738163 0.0000000000
MAIA98-090 79.8443653 1998 41.96491 75.81718 7.84   503.70 4.719391 5.626702  5.321353 2.0741777 6.314453  71.6577540 1.67429545  31.6326531  1.2500000  1.092470832 -0.334931023 16.333333  5.00425431  307  5.0 2.8431054  75.630777 22.451040 0.3036826281 0.0173594491
MAIA98-091 96.6683345 1998 40.86800 76.89493 8.84  1739.58 5.452754 5.320398  5.682514 2.6479463 6.820016  69.5187166 2.34853636   9.0000000  0.5500000  2.342132165  0.767946383 16.916667  6.80353533  152  5.4 2.9719517  64.807279 33.210257 0.3166703236 0.0000000000
MAIA98-092 17.8645862 1998 41.32429 77.76654 6.63    30.01 6.453782 6.190530  8.673282 0.6151856 6.066108  26.7379679 1.01950974  25.0000000  0.3975000  2.102056193  0.081512036 15.333333  8.94866657  213  5.9 2.7574116  88.538758  7.335467 0.5639435525 1.2644868318
MAIA98-096 59.4299242 1998 38.76169 78.71727 8.01  5114.69 6.248236 5.536648  5.709373 2.5367873 7.226209  79.9465241 1.86371818  29.0000000  1.1500000  2.576507370  0.600267351 11.083333  4.11467809  333  4.1 2.1083934  81.144248 18.108050 0.3316104372 0.0000000000
MAIA98-099 29.1753206 1998 41.31038 77.82342 5.13    -8.49 6.099197 5.697933  8.332845 0.9277251 5.966147  54.0106952 0.69700455   7.0000000  0.4750000  2.128445729  0.161690925 15.416667  8.93262482  214  5.9 2.7697096  88.441324  7.426121 0.5682685305 1.2680031026
MAIA98-100 19.8176414 1998 40.84242 77.82332 8.28  4222.63 6.417386 7.040071  6.329638 2.7484241 8.656955  92.7807487 1.82578182  60.0000000  0.9000000  1.264748739 -0.075720336 15.833333  5.29302639  304  3.3 5.8101165  37.541854 51.632878 2.4307196991 0.0870305435
MAIA98-102 71.5450230 1998 39.25732 76.78034 7.75   880.66 5.358942 6.360594  5.558116 4.2107044 7.919356  98.9304813 1.56823636  21.0000000  0.4410000  0.565636133 -0.931828276 13.416667  6.65180440   43  2.3 5.0998969  34.631275 57.242580 1.7593032519 0.1224998938
MAIA98-104 87.1842977 1998 39.70849 78.33165 7.27   463.99 4.469350 5.148151  5.368252 2.5117109 5.762051  85.8288770 1.24248636  28.0000000  0.5800000  1.467859978  0.023351596 15.333333  5.28448818  213  5.2 1.7684908  78.551670 19.752218 0.0092857536 0.0000000000
MAIA98-105 45.8806523 1998 39.85824 79.05138 6.81   184.39 5.676754 5.608149  7.761646 1.8239039 6.613384  63.1016043 1.87985214  15.3061224  4.0480000  0.720714559 -2.101631305 13.500000  6.31787653  610  3.8 3.2248977  65.653681 31.298419 0.5522003615 0.7380239832
MAIA98-106 68.7300462 1998 42.53394 75.08471 7.43   905.05 5.000585 5.619976  5.285626 2.0489823 6.737856  52.6737968 0.56820000  19.0000000  0.7650000  0.669562671 -0.823109586 14.750000  5.16201872  334  4.0 2.6117595  71.352893 26.331341 0.4484881984 0.0000000000
MAIA98-107 69.8216482 1998 42.00613 80.19135 8.36  2193.13 5.791793 6.809263  6.177952 1.9280371 5.666427  89.3048128 1.91675000  39.5833333  0.8300000  3.196456675  1.952760501 13.000000  4.48428422  281  2.0 3.9585630  51.691091 43.914663 1.4996105463 0.0000000000
MAIA98-112 58.9694049 1998 37.82378 77.41746 7.52   662.68 5.685619 5.179132  7.476504 6.1841437 7.636752  97.8609626 0.06818182   0.0000000  0.5000000 -0.923783751 -1.950934818 14.333333  7.33203272   30  0.8 2.8438623  69.255019 22.012671 0.7161339488 0.2240950984
MAIA98-114 51.7814043 1998 37.82690 79.76756 7.76  2449.78 6.457397 6.648544  8.087243 2.3373488 5.240423 100.0000000 1.27275455   0.0000000  0.9700000  1.219239145  0.180507784 12.333333  2.20480687  365  4.2 2.7653123  97.516662  0.955702 0.9034445722 0.0000000000
MAIA98-115 42.4452656 1998 37.29051 79.21076 8.10  1677.19 5.480222 4.807179  6.365436 1.5828372 5.744604  63.9037433 0.92425909  74.0000000  1.8000000  1.218126758 -0.760922799 10.416667  3.35731167  242  1.6 4.5973799  66.822288 13.428819 2.8210145343 1.2157672753
MAIA98-117 65.6639791 1998 37.73388 81.77903 8.18  1438.30 6.044531 4.761679  7.852309 1.2798221 6.461468  93.0481283 1.24244545  50.0000000  1.0000000  1.538109054  0.040999137 14.583333  4.60986714  296 14.2 2.7873542  97.534698  1.298837 0.1214562810 0.5750177099
MAIA98-119 75.9937368 1998 38.12707 80.88561 7.75   769.20 5.301811 4.878765  6.827147 1.4457418 6.207080  80.7486631 0.33335000  30.0000000  1.0400000  2.626629697  0.634255677 16.666667  6.61342704  576  7.6 2.6965173  83.255727  9.560254 0.5200477688 1.0287465363
MAIA98-120 60.7800921 1998 37.01380 79.49849 7.63   875.44 4.550397 3.994980  2.936094 4.2678951 6.142037  97.5935829 0.00000000  78.0000000  2.4400000  1.948856967  0.817526162 14.083333  0.26956902  236  1.5 1.1908876  74.479955 25.451167 0.0000000000 0.0000000000
MAIA98-121 17.1014146 1998 37.31078 79.38258 7.45   801.61 4.781641 5.335187  4.296645 3.0724039 6.949377  99.1978610 0.00000000  10.0000000  2.5000000  1.967073826  0.719515809 14.750000  0.85254123  183  2.2 3.1410440  40.085191 56.916379 1.2635610304 0.0000000000
MAIA98-122 39.7131803 1998 36.07801 79.00953 7.52   414.06 5.002603 5.275539  6.416296 3.6602549 7.069023  98.1283422 0.93940455  15.0000000  0.5500000  0.898317192 -0.258767589 16.666667  5.55614675  122  1.1 4.0747539  70.776940 21.499734 1.9818824600 0.1070689554
MAIA98-123 80.0609908 1998 36.62503 80.86903 7.60   276.87 3.803101 4.136141  2.910351 3.6111881 6.489205   8.8235294 1.51516364  58.0000000  0.4000000  0.591458265 -0.657373568 12.333333  2.52002441  758  3.8 3.4774174  55.009077 42.236508 1.2509702196 0.0000000000
MAIA98-126 78.4639800 1998 42.20952 75.84356 8.49  1811.53 5.591733 6.416617  5.547300 4.0955938 7.009861  76.6666667 1.26669667  28.8659794  0.6500000  1.776990481 -0.227874889 16.916667  8.25659678  274  4.1 3.3939713  69.277817 27.620201 0.9477366844 0.0630039067
MAIA98-127 81.0764613 1998 40.63896 76.79672 7.86   742.97 5.297817 5.680667  5.790466 4.2896235 8.591930  97.1988796 0.55411407  46.0000000  1.4000000  1.764002293  0.301828534 12.833333  3.29314436  165  2.9 3.1836216  27.942378 70.805333 0.5271652028 0.0000000000
MAIA98-128 86.1422565 1998 41.77530 77.40806 8.09   270.54 3.943134 3.264811  4.945160 1.0296194 5.545177  91.4438503 1.84855455  81.0000000  1.7500000  1.598199781  0.263850649 16.166667  3.73147907  365  6.1 1.1568812  97.128288  2.172059 0.0190788360 0.0000000000
MAIA98-132 61.5519908 1998 39.78591 80.67649 8.01  2116.50 5.730749 4.444129  6.693354 2.9866411 5.609472  94.3850267 0.33335000  26.0000000  2.1000000  1.666123692 -0.051202064 14.000000  2.35641018  304  5.0 1.9552945  78.240067 21.725820 0.0252631815 0.0000000000
MAIA98-133 30.0687388 1998 39.05382 80.68009 7.48  1157.48 5.085124 4.799312  5.693723 1.8696460 4.709530  70.5882353 1.46215909   4.6666667  0.0975000  0.226636245 -0.146471675 13.250000  2.17609173  304  4.3 2.0108950  93.035195  6.923951 0.0101621896 0.0000000000
MAIA98-134 73.7783429 1998 41.05431 80.14906 8.31  4341.05 6.509812 5.717042  7.954792 3.7904766 6.608338  92.2459893 0.00000000  48.0000000  0.4950000 -0.103562735 -1.290024095 19.000000  3.34408014  350  1.0 2.7018980  25.905935 71.978184 0.0642200329 0.9407011583
MAIA98-135 84.4872618 1998 41.47515 78.05480 7.36   327.92 4.330865 3.754950  5.505961 3.2994968 6.612041  98.9304813 0.61363636  76.0000000  5.4500000  1.104624389 -0.916024861 15.500000  0.03806620  310  9.1 0.6739644  99.891857  0.108142 0.0000000000 0.0000000000
MAIA98-137 58.4825528 1998 40.36153 79.12583 7.39   333.60 4.493121 5.290148  5.408305 2.0263044 6.115892  81.2834225 1.56065455  46.0000000  0.9050000  1.117958502 -0.356687585 14.833333  3.74248183  365  5.8 2.4021589  92.127016  6.834434 0.4162230336 0.0294189866
